section,runtime_id,ar,en,ur,tr,ug
tpl,t1fet171,أولًا: التحليل الرقمي,First: Numerical Analysis,پہلا: عددی تجزیہ,Birinci: Sayısal Analiz,بىرىنچى: سانلىق تەھلىل
tpl,t1rgg6ka,أولًا: لغة الأرقام,First: The Language of Numbers,پہلا: اعداد کی زبان,Birinci: Sayıların Dili,بىرىنچى: سانلارنىڭ تىلى
tpl,t124c1yb,ثانيًا: مهارات الاستخراج,Second: Extraction Skills,دوسرا: استخراج کی مہارتیں,İkinci: Çıkarım Becerileri,ئىككىنچى: ئىزدەش ماھارىتى
tpl,tiu4r6n,ثالثًا: التدبر والنسخ,Third: Reflection & Copying,تیسرا: تدبر اور نقل,Üçüncü: Tefekkür ve Kopyalama,ئۈچىنچى: تەپەككۇر ۋە كۆچۈرۈش
tpl,t1nzm6dn,١. الظواهر الرقمية واللفظية,1. Numerical & Verbal Patterns,١۔ عددی اور لفظی مظاہر,1. Sayısal ve Sözel Özellikler,1. سانلىق ۋە سۆزلۈك ئالاھىدىلىكلەر
tpl,tbsty9z,١. مجهر الأرقام والبناء,1. The Microscope of Numbers & Structure,١۔ اعداد اور ساخت کی خوردبین,1. Sayılar ve Yapı Mikroskobu,1. سان ۋە قۇرۇلما مىكروسكوپى
tpl,tbspx16,١. مجهر الأرقام والحروف,1. The Microscope of Numbers & Letters,١۔ اعداد اور حروف کی خوردبین,1. Sayılar ve Harfler Mikroskobu,1. سان ۋە ھەرپ مىكروسكوپى
tpl,t3t4i05,١. مجهر الوعيد (الوجوه الخاشعة),1. The Microscope of Warning (Downcast Faces),١۔ وعید کی خوردبین (جھکے چہرے),1. Uyarı Mikroskobu (Boynu Bükük Yüzler),1. ئاگاھلاندۇرۇش مىكروسكوپى (تۆۋەن باش يۈزلەر)
tpl,t1l4kxzk,٢. مجهر اللغة والمهارات,2. The Microscope of Language & Skills,٢۔ زبان اور مہارتوں کی خوردبین,2. Dil ve Beceriler Mikroskobu,2. تىل ۋە ماھارەت مىكروسكوپى
tpl,t8bydju,٢. مجهر المهارات اللغوية,2. The Microscope of Language Skills,٢۔ لسانی مہارتوں کی خوردبین,2. Dil Becerileri Mikroskobu,2. تىل ماھارىتى مىكروسكوپى
tpl,txxmf2o,٢. مجهر المهارات واللغة,2. The Microscope of Skills & Language,٢۔ مہارتوں اور زبان کی خوردبین,2. Beceriler ve Dil Mikroskobu,2. ماھارەت ۋە تىل مىكروسكوپى
tpl,tz4kahh,٢. مجهر الوعد (الوجوه الناعمة),2. The Microscope of Promise (Radiant Faces),٢۔ وعدے کی خوردبین (تروتازہ چہرے),2. Vaat Mikroskobu (Mutlu Yüzler),2. ۋەدە مىكروسكوپى (پارلاق يۈزلەر)
tpl,tdtvn5i,٣. مجهر التدبر والذكاء,3. The Microscope of Reflection & Insight,٣۔ تدبر اور ذہانت کی خوردبین,3. Tefekkür ve Zeka Mikroskobu,3. تەپەككۇر ۋە زېھىن مىكروسكوپى
tpl,t3isini,٣. مجهر التفكر والرسالة,3. The Microscope of Thought & Message,٣۔ فکر اور پیغام کی خوردبین,3. Düşünce ve Mesaj Mikroskobu,3. ئوي ۋە خەۋەر مىكروسكوپى
tpl,tnb7vpw,٣. مجهر المعاني والتدبر,3. The Microscope of Meanings & Reflection,٣۔ معانی اور تدبر کی خوردبین,3. Anlamlar ve Tefekkür Mikroskobu,3. مەنە ۋە تەپەككۇر مىكروسكوپى
tpl,t9g6jza,آيات مختارة · بداية قصة أصحاب الكهف,Selected ayat · beginning of the People of the Cave story,منتخب آیات · اصحاب کہف کے قصے کا آغاز,Seçili ayetler · Ashab-ı Kehf kıssasının başlangıcı,تاللانغان ئايەتلەر · ئەسھابۇل كەھپى قىسسىسىنىڭ بېشى
tpl,t9bx0x,آيات مختارة · دعاء زكريا عليه السلام وبشارته بيحيى,Selected ayat · Zakariyya's supplication and the glad tidings of Yahya,منتخب آیات · زکریا علیہ السلام کی دعا اور یحییٰ کی بشارت,Seçili ayetler · Zekeriyya'nın duası ve Yahya müjdesi,تاللانغان ئايەتلەر · زەكەرىييا ئەلەيھىسسالامنىڭ دۇئاسى ۋە يەھيا بىلەن خۇش خەۋەر
tpl,t1tt63a1,آيات مختارة · قصة آدم عليه السلام,Selected ayat · The story of Adam,منتخب آیات · آدم علیہ السلام کا قصہ,Seçili ayetler · Adem'in kıssası,تاللانغان ئايەتلەر · ئادەم ئەلەيھىسسالامنىڭ قىسسىسى
tpl,t18t3l2b,آيات مختارة · قصة سليمان عليه السلام والهدهد,Selected ayat · The story of Sulayman and the hoopoe,منتخب آیات · سلیمان علیہ السلام اور ہدہد کا قصہ,Seçili ayetler · Süleyman ve hüdhüd kıssası,تاللانغان ئايەتلەر · سۇلايمان ئەلەيھىسسالام ۋە ھۆپۆپ قىسسىسى
tpl,t1gk5yzn,آيات مختارة · قصة طالوت وداود وجالوت,"Selected ayat · The story of Talut, Dawud, and Jalut",منتخب آیات · طالوت، داؤد اور جالوت کا قصہ,"Seçili ayetler · Talut, Davud ve Calut kıssası",تاللانغان ئايەتلەر · تالۇت، داۋۇت ۋە جالۇت قىسسىسى
tpl,tyeavmw,آيات مختارة · نجاة إبراهيم عليه السلام من النار,Selected ayat · Ibrahim's rescue from the fire,منتخب آیات · ابراہیم علیہ السلام کی آگ سے نجات,Seçili ayetler · İbrahim'in ateşten kurtuluşu,تاللانغان ئايەتلەر · ئىبراھىم ئەلەيھىسسالامنىڭ ئوتتىن قۇتۇلۇشى
tpl,tchvvsq,آية مختارة,Selected ayah,منتخب آیت,Seçili ayet,تاللانغان ئايەت
tpl,t1j0di28,آية مختارة · آية النور,Selected ayah · the Ayah of Light,منتخب آیت · آیت نور,Seçili ayet · Nur Ayeti,تاللانغان ئايەت · نۇر ئايىتى
tpl,t1hlqbn0,آية مختارة · أسماء الله الحسنى,Selected ayah · the Beautiful Names of Allah,منتخب آیت · اللہ کے اسماء الحسنیٰ,Seçili ayet · Allah'ın güzel isimleri,تاللانغان ئايەت · ئاللاھنىڭ گۈزەل ئىسىملىرى
tpl,tce6scd,آية مختارة · البسملة,Selected ayah · the Basmalah,منتخب آیت · بسملہ,Seçili ayet · Besmele,تاللانغان ئايەت · بەسمەلە
tpl,tw3ie86,آية مختارة · بداية قصة يوسف عليه السلام,Selected ayah · beginning of Yusuf's story,منتخب آیت · یوسف علیہ السلام کے قصے کا آغاز,Seçili ayet · Yusuf kıssasının başlangıcı,تاللانغان ئايەت · يۇسۇف ئەلەيھىسسالام قىسسىسىنىڭ بېشى
tpl,tv3hnae,آية مختارة · جامعة للخير,Selected ayah · comprehensive in goodness,منتخب آیت · خیر کو جامع,Seçili ayet · hayrı kapsayan,تاللانغان ئايەت · ياخشىلىقنى ئۆز ئىچىگە ئالغان
tpl,t1p0vnfu,آية مختارة · دعاء جامع,Selected ayah · a comprehensive supplication,منتخب آیت · ایک جامع دعا,Seçili ayet · kapsamlı bir dua,تاللانغان ئايەت · ئومۇميۈزلۈك دۇئا
tpl,t8l96t5,آية مختارة · قصة أم موسى وإلقائه في اليمّ,Selected ayah · the story of Musa's mother and casting him into the river,منتخب آیت · موسیٰ کی والدہ کا قصہ اور انہیں دریا میں ڈالنا,Seçili ayet · Musa'nın annesinin kıssası ve onu nehre bırakması,تاللانغان ئايەت · مۇسانىڭ ئانىسىنىڭ قىسسىسى ۋە ئۇنى دەرياغا تاشلىشى
tpl,t7orfcb,آية مختارة · مطلع آية الكرسي,Selected ayah · the opening of Ayat al-Kursi,منتخب آیت · آیت الکرسی کا آغاز,Seçili ayet · Ayetü'l-Kürsi'nin başlangıcı,تاللانغان ئايەت · ئايەتۇلكۇرسىنىڭ بېشى
tpl,t1wqzm2i,آيتان مختارتان,Two selected ayat,دو منتخب آیات,İki seçili ayet,ئىككى تاللانغان ئايەت
tpl,t1n2g7gi,آيتان مختارتان · قصة ذي النون,Two selected ayat · the story of Dhu'n-Nun (Yunus),دو منتخب آیات · ذوالنون (یونس) کا قصہ,İki seçili ayet · Zünnun (Yunus) kıssası,ئىككى تاللانغان ئايەت · زۇننۇن (يۇنۇس) قىسسىسى
tpl,tep95u8,آيتان مختارتان · قصة صبر أيوب عليه السلام,Two selected ayat · the story of Ayyub's patience,دو منتخب آیات · ایوب علیہ السلام کے صبر کا قصہ,İki seçili ayet · Eyyub'un sabrının kıssası,ئىككى تاللانغان ئايەت · ئەييۇب ئەلەيھىسسالامنىڭ سەۋرچانلىق قىسسىسى
tpl,trzeld6,سورة كاملة,Full surah,مکمل سورت,Tam sure,تولۇق سۈرە
tpl,tol21m5,سورة كاملة · مقاطع مختارة,Full surah · selected passages,مکمل سورت · منتخب حصے,Tam sure · seçili bölümler,تولۇق سۈرە · تاللانغان قىسىملار
tpl,tg7zbkf,سورة كاملة · ١١ آية · النزول: مكية,Full surah · 11 ayahs · Revealed: Meccan,مکمل سورت · 11 آیات · نزول: مکی,Tam sure · 11 ayet · İniş: Mekki,تولۇق سۈرە · 11 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t1ud46vf,سورة كاملة · ١٥ آية · النزول: مكية,Full surah · 15 ayahs · Revealed: Meccan,مکمل سورت · 15 آیات · نزول: مکی,Tam sure · 15 ayet · İniş: Mekki,تولۇق سۈرە · 15 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tusog3t,سورة كاملة · ١٧ آية · النزول: مكية,Full surah · 17 ayahs · Revealed: Meccan,مکمل سورت · 17 آیات · نزول: مکی,Tam sure · 17 ayet · İniş: Mekki,تولۇق سۈرە · 17 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tfreukn,سورة كاملة · ١٩ آية · النزول: مكية,Full surah · 19 ayahs · Revealed: Meccan,مکمل سورت · 19 آیات · نزول: مکی,Tam sure · 19 ayet · İniş: Mekki,تولۇق سۈرە · 19 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tbk4fhp,سورة كاملة · ٢٠ آية · النزول: مكية,Full surah · 20 ayahs · Revealed: Meccan,مکمل سورت · 20 آیات · نزول: مکی,Tam sure · 20 ayet · İniş: Mekki,تولۇق سۈرە · 20 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t1wcsy4,سورة كاملة · ٢١ آية · النزول: مكية,Full surah · 21 ayahs · Revealed: Meccan,مکمل سورت · 21 آیات · نزول: مکی,Tam sure · 21 ayet · İniş: Mekki,تولۇق سۈرە · 21 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tdp5d4f,سورة كاملة · ٢٢ آية · النزول: مكية,Full surah · 22 ayahs · Revealed: Meccan,مکمل سورت · 22 آیات · نزول: مکی,Tam sure · 22 ayet · İniş: Mekki,تولۇق سۈرە · 22 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t6brsw8,سورة كاملة · ٢٥ آية · النزول: مكية,Full surah · 25 ayahs · Revealed: Meccan,مکمل سورت · 25 آیات · نزول: مکی,Tam sure · 25 ayet · İniş: Mekki,تولۇق سۈرە · 25 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tvsavqj,سورة كاملة · ٢٦ آية · النزول: مكية,Full surah · 26 ayahs · Revealed: Meccan,مکمل سورت · 26 آیات · نزول: مکی,Tam sure · 26 ayet · İniş: Mekki,تولۇق سۈرە · 26 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t19gtqe3,سورة كاملة · ٣ آيات,Full surah · 3 ayahs,مکمل سورت · 3 آیات,Tam sure · 3 ayet,تولۇق سۈرە · 3 ئايەت
tpl,t1d6qhnw,سورة كاملة · ٣٠ آية · النزول: مكية,Full surah · 30 ayahs · Revealed: Meccan,مکمل سورت · 30 آیات · نزول: مکی,Tam sure · 30 ayet · İniş: Mekki,تولۇق سۈرە · 30 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t1uix7ze,سورة كاملة · ٣٦ آية · النزول: مكية,Full surah · 36 ayahs · Revealed: Meccan,مکمل سورت · 36 آیات · نزول: مکی,Tam sure · 36 ayet · İniş: Mekki,تولۇق سۈرە · 36 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tq19xe7,سورة كاملة · ٤ آيات · النزول: مكية,Full surah · 4 ayahs · Revealed: Meccan,مکمل سورت · 4 آیات · نزول: مکی,Tam sure · 4 ayet · İniş: Mekki,تولۇق سۈرە · 4 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t1tmbsvf,سورة كاملة · ٤٠ آية · النزول: مكية,Full surah · 40 ayahs · Revealed: Meccan,مکمل سورت · 40 آیات · نزول: مکی,Tam sure · 40 ayet · İniş: Mekki,تولۇق سۈرە · 40 ئايەت · چۈشكەن ئورنى: مەككە
tpl,tx2vc89,سورة كاملة · ٤٢ آية · النزول: مكية,Full surah · 42 ayahs · Revealed: Meccan,مکمل سورت · 42 آیات · نزول: مکی,Tam sure · 42 ayet · İniş: Mekki,تولۇق سۈرە · 42 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t15deoml,سورة كاملة · ٤٦ آية · النزول: مكية,Full surah · 46 ayahs · Revealed: Meccan,مکمل سورت · 46 آیات · نزول: مکی,Tam sure · 46 ayet · İniş: Mekki,تولۇق سۈرە · 46 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t166din1,سورة كاملة · ٥ آيات,Full surah · 5 ayahs,مکمل سورت · 5 آیات,Tam sure · 5 ayet,تولۇق سۈرە · 5 ئايەت
tpl,tv42hqm,سورة كاملة · ٥ آيات · النزول: مكية,Full surah · 5 ayahs · Revealed: Meccan,مکمل سورت · 5 آیات · نزول: مکی,Tam sure · 5 ayet · İniş: Mekki,تولۇق سۈرە · 5 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t17jo7ge,سورة كاملة · ٦ آيات,Full surah · 6 ayahs,مکمل سورت · 6 آیات,Tam sure · 6 ayet,تولۇق سۈرە · 6 ئايەت
tpl,t12px64s,سورة كاملة · ٧ آيات · النزول: مكية,Full surah · 7 ayahs · Revealed: Meccan,مکمل سورت · 7 آیات · نزول: مکی,Tam sure · 7 ayet · İniş: Mekki,تولۇق سۈرە · 7 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t14bsy28,سورة كاملة · ٨ آيات,Full surah · 8 ayahs,مکمل سورت · 8 آیات,Tam sure · 8 ayet,تولۇق سۈرە · 8 ئايەت
tpl,t7ljj9f,سورة كاملة · ٨ آيات · النزول: مكية,Full surah · 8 ayahs · Revealed: Meccan,مکمل سورت · 8 آیات · نزول: مکی,Tam sure · 8 ayet · İniş: Mekki,تولۇق سۈرە · 8 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t4gcz7m,سورة كاملة · ٩ آيات · النزول: مكية,Full surah · 9 ayahs · Revealed: Meccan,مکمل سورت · 9 آیات · نزول: مکی,Tam sure · 9 ayet · İniş: Mekki,تولۇق سۈرە · 9 ئايەت · چۈشكەن ئورنى: مەككە
tpl,t1pbih41,١١ آية مكية,11 ayahs — Meccan,11 آیات — مکی,11 ayet — Mekki,11 ئايەت — مەككە
tpl,te2rq5l,١٩ آية مكية,19 ayahs — Meccan,19 آیات — مکی,19 ayet — Mekki,19 ئايەت — مەككە
tpl,t1urkc2u,٣ آيات مكية,3 ayahs — Meccan,3 آیات — مکی,3 ayet — Mekki,3 ئايەت — مەككە
tpl,tvjxmw1,٤ آيات مكية,4 ayahs — Meccan,4 آیات — مکی,4 ayet — Mekki,4 ئايەت — مەككە
tpl,tlkpfhc,٥ آيات مكية,5 ayahs — Meccan,5 آیات — مکی,5 ayet — Mekki,5 ئايەت — مەككە
tpl,t18fjf9i,٦ آيات,6 ayahs,6 آیات,6 ayet,6 ئايەت
tpl,t1easdl4,٨ آيات,8 ayahs,8 آیات,8 ayet,8 ئايەت
tpl,t1w1xgjn,السورة {},Surah {},سورۃ {},{}. Sure,{}-سۈرە
tpl,t17op27j,أحسِن لليتيم والمسكين، وحافظ على صلاتك,"Be good to the orphan and the poor, and keep up your prayer",یتیم اور مسکین کے ساتھ نیکی کرو، اور اپنی نماز کی حفاظت کرو,"Yetime ve yoksula iyilik et, namazını koru",يېتىم ۋە مىسكىنگە ياخشىلىق قىلىڭ، نامىزىڭىزنى ساقلاڭ
tpl,t2ihhgt,أربعة من أسماء الله الحسنى,Four of the Beautiful Names of Allah,اللہ کے چار اسماء الحسنیٰ,Allah'ın güzel isimlerinden dördü,ئاللاھنىڭ گۈزەل ئىسىملىرىدىن تۆتى
tpl,t173wkaq,أعظم آية في القرآن الكريم,The greatest ayah in the Holy Quran,قرآن کریم کی سب سے عظیم آیت,Kur'an-ı Kerim'in en büyük ayeti,قۇرئان كەرىمدىكى ئەڭ ئۇلۇغ ئايەت
tpl,t1rbma0g,أكثر من الدعاء والعبادة في العشر الأواخر من رمضان,Increase supplication and worship in the last ten nights of Ramadan,رمضان کے آخری عشرے میں دعا اور عبادت زیادہ کرو,Ramazan'ın son on gününde dua ve ibadeti artır,رامىزاننىڭ ئاخىرقى ئون كۈنىدە دۇئا ۋە ئىبادەتنى كۆپەيتىڭ
